screen_name,url,country_code
cabe_bedlam,http://pbs.twimg.com/tweet_video_thumb/EmP2sBZXcAEN1Fw.jpg,GB
cabe_bedlam,http://pbs.twimg.com/tweet_video_thumb/EmPIAaiU0AY9a33.jpg,GB
cafebar_ENBU,http://pbs.twimg.com/media/EkwNSeaUcAAWsEF.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/ElPFW8mVgAApuEX.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/Ek-dE9YUwAs4-Zl.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/ElFRHtsVgAYvVwU.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/Elt4jcaUcAE4vz_.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/Ek6d31yUYAIMzsg.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/ext_tw_video_thumb/1318862944705277955/pu/img/Hpmov--Tg9LbN6ts.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/ElFpBTSVkAAFrfE.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/media/ElMXGeVVgAETKiR.jpg,JP
cafebar_ENBU,http://pbs.twimg.com/ext_tw_video_thumb/1319658332861337602/pu/img/6hF8e-VsCQSAigkA.jpg,JP
cagrisarap,http://pbs.twimg.com/media/Ekdq44yXUAQsVUc.jpg,TR
cagrisarap,http://pbs.twimg.com/media/Eimr3qBX0AIGPnM.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/EmCnFdJXgAEop7_.jpg,TR
cagrisarap,http://pbs.twimg.com/media/EiiW2JiWoAA7Czk.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/Ek8Cz8oUcAMkeOC.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/EkK1uFTWsAEhfhH.jpg,TR
cagrisarap,http://pbs.twimg.com/media/EjAbwdfXcAI050z.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/EjFPUkdWAAAYY0H.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/Ei8sUHhXYAI1i3-.jpg,TR
cagrisarap,http://pbs.twimg.com/tweet_video_thumb/EjQoFGjXsAMnKrZ.jpg,TR
cakez317,http://pbs.twimg.com/media/ElolK1DWMAAeYf1.jpg,US
cakez317,http://pbs.twimg.com/media/Eln2V8cXIAwB9RM.jpg,US
cakez317,http://pbs.twimg.com/ext_tw_video_thumb/1320551080326012928/pu/img/kvyk7EDJ-bPAlgq7.jpg,US
cakez317,http://pbs.twimg.com/media/ElQ3KVnX0AMxfHt.jpg,US
cakez317,http://pbs.twimg.com/media/EloLJYTX0Agn8x2.jpg,US
cakez317,http://pbs.twimg.com/ext_tw_video_thumb/1322406631175499776/pu/img/02g0S9QxXpb3qrlu.jpg,US
cakez317,http://pbs.twimg.com/media/EljJcfBXgBUFp7v.jpg,US
cakez317,http://pbs.twimg.com/media/ElKufdqXEAAurQd.jpg,US
cakez317,http://pbs.twimg.com/media/ElNJ2h9XYAUq3mR.jpg,US
cakez317,http://pbs.twimg.com/media/ElNTAsWX0AEJHji.jpg,US
Callum_Walker96,http://pbs.twimg.com/media/EmKfjZpXIAEOJuj.jpg,GB
Callum_Walker96,http://pbs.twimg.com/media/EmPu6_GXcAAIxO7.jpg,GB
Callum_Walker96,http://pbs.twimg.com/tweet_video_thumb/Ek7fUEOX0AI5M89.jpg,GB
Callum_Walker96,http://pbs.twimg.com/ext_tw_video_thumb/1324468111727300609/pu/img/uafzANXOejJtT9qW.jpg,GB
Callum_Walker96,http://pbs.twimg.com/media/El6xVa_W0AUUygR.jpg,GB
Callum_Walker96,http://pbs.twimg.com/ext_tw_video_thumb/1324076711294783494/pu/img/0RdxvllSQ8Q2CrQV.jpg,GB
Callum_Walker96,http://pbs.twimg.com/media/Ekn89sEX0AINY12.jpg,GB
Callum_Walker96,http://pbs.twimg.com/media/EmJv2AYWoAACHrx.jpg,GB
Callum_Walker96,http://pbs.twimg.com/ext_tw_video_thumb/1324427191451635714/pu/img/eug6tz1d6dAWcjFw.jpg,GB
Callum_Walker96,http://pbs.twimg.com/ext_tw_video_thumb/1320465891465826304/pu/img/myzNudAkSWLWaeg-.jpg,GB
calmwithyoga,http://pbs.twimg.com/media/Ed1E8tSU8AAgv_v.jpg,US
calmwithyoga,http://pbs.twimg.com/media/Ekj9xwUVMAAU7eI.jpg,US
calmwithyoga,http://pbs.twimg.com/media/END_Gs6XkAIzOgr.png,US
calmwithyoga,http://pbs.twimg.com/media/EP9si-CX4AAHZaK.png,US
calmwithyoga,http://pbs.twimg.com/ext_tw_video_thumb/1287925605363662849/pu/img/J77H_YDtu7ZbJugj.jpg,US
calmwithyoga,http://pbs.twimg.com/media/Ehv6vTRVoAA57la.jpg,US
calmwithyoga,http://pbs.twimg.com/media/Ei4MykUU4AAM3yh.jpg,US
calmwithyoga,http://pbs.twimg.com/media/EikmWvzUYAA-9gk.jpg,US
calmwithyoga,http://pbs.twimg.com/media/EO6prqHXUAEgurw.png,US
calmwithyoga,http://pbs.twimg.com/ext_tw_video_thumb/1310796654853804032/pu/img/eBzV0lC9CXxP0waa.jpg,US
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmJ88pPWkAEvmOe.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmOTCfAXMAAphlG.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmJ79e0XEAkGlgB.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmJ8nMjX0AU7tkL.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmAm2TiX0AAQgE7.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/ElqFmdIW0AEC8X2.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmAZOHsXUAE_IVi.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmAnbNuXUAM1kPE.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/ElrTDhXXEAICSDh.jpg,GB
Camclarky,http://pbs.twimg.com/tweet_video_thumb/EmAoLLtXgAIqw5Q.jpg,GB
camillanegri,http://pbs.twimg.com/media/EmD3cGeW0AITfsX.jpg,BR
camillanegri,http://pbs.twimg.com/media/EZ2aXx-XkAI8Vh9.jpg,BR
camillanegri,http://pbs.twimg.com/media/EgLZB33X0AMXfOt.jpg,BR
camillanegri,http://pbs.twimg.com/tweet_video_thumb/EmDT0guWkAA_HKe.jpg,BR
camillanegri,http://pbs.twimg.com/ext_tw_video_thumb/1269279940329046018/pu/img/p8URqrhJOoSLaiml.jpg,BR
camillanegri,http://pbs.twimg.com/media/EZ1jiepXsAAv0KF.jpg,BR
camillanegri,http://pbs.twimg.com/media/EaHalPyWoAEe58B.jpg,BR
camillanegri,http://pbs.twimg.com/media/EaQnL2gX0AAX2Ld.jpg,BR
camillanegri,http://pbs.twimg.com/media/EmNun7pXMAEQxmA.jpg,BR
camillanegri,http://pbs.twimg.com/tweet_video_thumb/EZn0dbaWoAcwvcq.jpg,BR
CampagoTeam,http://pbs.twimg.com/tweet_video_thumb/El8QbUMUYAAGNCF.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/tweet_video_thumb/El8N9UcVgAIAzEn.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/media/El73ux7VkAAP8ql.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/media/ElXovyvVkAAqSXe.png,OTHER
CampagoTeam,http://pbs.twimg.com/media/El3kTTzUcAITcQa.png,OTHER
CampagoTeam,http://pbs.twimg.com/media/El8ICD8U0AAbgyS.png,OTHER
CampagoTeam,http://pbs.twimg.com/tweet_video_thumb/El8RhaKUYAENn_l.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/tweet_video_thumb/El8NZHNVcAI_tO5.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/tweet_video_thumb/EmAwq1FVgAAJqu7.jpg,OTHER
CampagoTeam,http://pbs.twimg.com/media/El8Lf9GUcAEb0p4.jpg,OTHER
Canan_Cngl,http://pbs.twimg.com/media/EWOX5uNXgAAAnPe.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/Ej1J0_oXsAEHDTZ.jpg,TR
Canan_Cngl,http://pbs.twimg.com/ext_tw_video_thumb/1253391083125571585/pu/img/D0ecS-dw8uRGA2EN.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/EZIA4kWWkAEP3Kn.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/EgnQxJeWsAE7Dxn.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/EYzn6woWsAEcsmt.jpg,TR
Canan_Cngl,http://pbs.twimg.com/ext_tw_video_thumb/1252722470039228422/pu/img/XpH1VJKwVYJUYmDb.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/EWSDLIyWoAIOSGs.jpg,TR
Canan_Cngl,http://pbs.twimg.com/ext_tw_video_thumb/1310695490321813504/pu/img/TukUjM1YPS673VI7.jpg,TR
Canan_Cngl,http://pbs.twimg.com/media/Ej1KpN-X0AMVIQ0.jpg,TR
CanesCartel,http://pbs.twimg.com/media/EkkKkYeXYAEFMFI.jpg,US
CanesCartel,http://pbs.twimg.com/media/ElOUoEuX0AAgDbH.jpg,US
CanesCartel,http://pbs.twimg.com/tweet_video_thumb/Ej_i78EWsAMob-U.jpg,US
CanesCartel,http://pbs.twimg.com/tweet_video_thumb/ElOKq4MXEAEo-lK.jpg,US
CanesCartel,http://pbs.twimg.com/tweet_video_thumb/EkLgyqTXYAEL4ki.jpg,US
CanesCartel,http://pbs.twimg.com/media/EkAPaRsWkAEYinZ.jpg,US
CanesCartel,http://pbs.twimg.com/tweet_video_thumb/ElNUP90WkAIy3Mu.jpg,US
CanesCartel,http://pbs.twimg.com/ext_tw_video_thumb/1319390818201980929/pu/img/NImij5atZfRz90yj.jpg,US
CanesCartel,http://pbs.twimg.com/media/EldNbcFXYAACq0P.jpg,US
CanesCartel,http://pbs.twimg.com/media/Elq8sIfXEAAzq5y.jpg,US
cankayas1,http://pbs.twimg.com/ext_tw_video_thumb/1325438824730812416/pu/img/xD7TtV-tS6Y8hB6S.jpg,TR
cankayas1,http://pbs.twimg.com/ext_tw_video_thumb/1324755640225550337/pu/img/BNd64UVL_9G0s9jh.jpg,TR
cankayas1,http://pbs.twimg.com/media/Ek3--TBWkAARz8U.jpg,TR
cankayas1,http://pbs.twimg.com/media/El9v9UtXgAEUaJ8.jpg,TR
cankayas1,http://pbs.twimg.com/ext_tw_video_thumb/1230896809008037888/pu/img/xKKJFLgJhPwQw3t1.jpg,TR
